Timestamp,ประเมินพี่,น้องเรียนอยู่ชั้น,อยากเรียนต่อกับพี่เค้าแค่ไหน,น้องเรียนที่นี่เทอมนี้กี่วิชา,น้องเรียนที่ Super Genius มานานยัง,เรียนกับพี่เค้าตรงกับที่โรงเรียนไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนรู้เรื่องไหม (ดีมาก=4 ไม่ดีเลย=1),เรียนสนุกไหม (สนุกมาก=4 น่าเบื่อสุดๆ=1),ชีทหรือหนังสือพี่เค้าดีไหม (ตอบได้หลายข้อ),เสียงพี่เค้าดังเหมาะสมไหม,"พี่เค้าเอาใจใส่เราดีไหม (ดีมาก=4 , ไม่สนใจเราเลย=1)","รวมๆแล้วพี่เค้าสอนดีไหม (ดีมาก=4 , ไม่ดีเลย=1)",พี่เค้าสอนเร็วไหม,"ความรู้ที่ได้จากพี่เค้าเยอะไหม (ได้เยอะมาก=4 , ไม่ได้เลย =1)",สนิทกับพี่เค้าไหม,พี่เค้าเก่งไหม มีเทคนิค หรือการอธิบาย การยกตัวอย่างเป็นยังไงบ้าง,ข้อเสียของพี่เค้าคือไร จัดเต็มเลยครับ เต็มที่
8/27/2016 18:50:36,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,วาดรูปไม่สวย
8/28/2016 11:49:40,พี่เมย์ (สังคมป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,วาดรูปแย่มาก
8/28/2016 14:13:11,พี่เมย์ (สังคมป.4-ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,1,3,2,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,2,3,พอดี,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,การเปรียบเทียบ
8/28/2016 14:22:35,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,ปีกว่าละ,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,3,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนเกินเนื้อหาโรงเรียน
8/28/2016 15:57:23,พี่เมย์ (สังคมป.4-ม.6),ม.1,ก็ดีนะ,5,สองปีแล้ว,1,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ดีคะ
8/28/2016 16:00:59,พี่เมย์ (สังคมป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,3,ดีแล้วจ้า,เบาไปหน่อย,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,พูดเสียงเบาไปนิดนึงค่ะแต่ตัวอย่างที่พี่เค้าอธิบายมาก็น่าสนใจและก็เข้าใจอย่างดีค่ะ
8/31/2016 17:38:16,พี่เมย์ (สังคมป.4-ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่มี
9/12/2016 12:50:15,พี่เมย์ (สังคมป.4-ม.6),ม.3,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,2,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,บางทีพี่เค้าสอนเนื้อหาไม่ตรงกับที่โรงเรียน อย่างบางเรื่องเรียนไปเทอมเเรกตอนต้นๆ พี่เค้าก้มาสอนตอนท้ายๆบทซึ่งที่โรงเรียนสอบไปเเล้ว ใจดีเกิน
9/12/2016 13:04:11,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,เเอคติ้งดีค่ะ^^
9/12/2016 13:21:41,พี่เมย์ (สังคมป.4-ม.6),ม.2,ก็ดีนะ,5,นี่เทอมแรก,2,3,3,ไม่ค่อยน่าเรียน,เบาไปหน่อย,3,3,สอนช้า,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไมค์พี่เบามากค่ะ
9/12/2016 13:36:25,พี่เมย์ (สังคมป.4-ม.6),ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,เบาไปหน่อย,3,4,สอนช้ามาก,2,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,แอกติ้งเยอะไปนิส
9/12/2016 13:49:43,พี่เมย์ (สังคมป.4-ม.6),ม.1,ก็ดีนะ,เกิน 5,เกิน 2 ปีแล้วจ้าา,2,2,2,ดีแล้วจ้า,ดังไป,4,3,สอนช้า,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ดัดเสียง
9/12/2016 14:43:06,พี่เมย์ (สังคมป.4-ม.6),ม.2,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,สอนเร็ว,2,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,เนื้อหาม.แทรกมาเยอะ
9/12/2016 16:51:18,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ชอบพี่วาดกุ้งมากครับ XD
9/12/2016 17:25:07,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,ปีนึงละมั้ง,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,3,3,สอนเร็ว,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่ชอบใส่ชุดที่มันสั้นอะ มันไม่เซ็กซี่สำหรับหนูเลย
9/12/2016 17:58:12,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีข้อเสีย
9/12/2016 18:46:52,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,1,นี่เทอมแรก,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,อาจจะใจดีเกินไป   ไม่ค่อยดุคนคุย
9/12/2016 18:50:40,พี่เมย์ (สังคมป.4-ม.6),ม.3,ก็ดีนะ,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"พี่เมย์ไม่ค่อยดุอะ บอกจะยึดโทรศัพท์หลายรอบละก็ไม่ยึด
แล้วแบบ เพื่อนมันก็ยังเล่นกันต่ออะ เพราะพี่เมย์ไม่ค่อยดุ โดยเฉพาะภัทรกับฟรังนะ ใครพูดก็ไม่ฟัง ยิ่งคาบพี่เมย์คือแบบ เล่นไม่เกรงใจ แล้วแบบ มีอยู่วันนึงอะ ไมพี่เมย์แบตหมดแล้วก็ไม่ค่อยได้ยินเสียงพี่เมย์เลย เพราะสองคนนั้นคุยเสียงดัง แต่คือพี่เมย์สอนดีแล้ว อธิบายดี ตั้งใจสอนมาก แค่พี่เมย์ต้องดุกว่านี้ 😉"
9/12/2016 19:05:05,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,สองปีแล้ว,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีจร้า
9/12/2016 19:05:06,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,สองปีแล้ว,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีจร้า
9/13/2016 6:12:58,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,ปีนึงละมั้ง,4,3,3,ดีแล้วจ้า,ดังฟังชัดดี,2,3,สอนช้า,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,สอนช้่ไปหน่อย
9/13/2016 21:47:52,พี่เมย์ (สังคมป.4-ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,เบาไปหน่อย,4,4,พอดี,4,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ควรวาดรูปสวยกว่านี้ครับ(ไม่ต้องซีเรียสนะครับ)😁😁😁
8/28/2016 12:32:10,พี่เมย์ (สังคมป.4-ม.6),ป.6,ไม่ค่อยอยาก,5,นี่เทอมแรก,3,3,3,"โจทย์ง่ายไป, ดีแล้วจ้า",ดังฟังชัดดี,2,3,สอนเร็ว,2,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,*
8/27/2016 14:42:55,พี่เมย์ (สังคมป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,วาดรูปไม่เก่ง
8/27/2016 17:27:29,พี่เมย์ (สังคมป.4-ม.6),ป.5,อยากเรียนต่อมาก,5,เกิน 2 ปีแล้วจ้าา,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอนสนุกมากๆๆๆๆๆๆ
8/27/2016 17:48:48,พี่เมย์ (สังคมป.4-ม.6),ป.5,อยากเรียนต่อมาก,5,สองปีแล้ว,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,-
8/27/2016 18:22:27,พี่เมย์ (สังคมป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,วาดกุ้งสวยมากครับ555
8/28/2016 14:20:38,พี่เมย์ (สังคมป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,3,ดีแล้วจ้า,เบาไปหน่อย,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่เมย์ไม่ค่อยโหดเลยง่ะ 
9/4/2016 8:50:26,พี่เมย์ (สังคมป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,พี่ไม่ลงโทษแบบเด็ดขาดเลยอ่ะ เด็กเลยไม่ค่อยฟังพี่
9/4/2016 12:03:54,พี่เมย์ (สังคมป.4-ม.6),ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,อธิบายเร็วไปนิดหน่อย
9/12/2016 12:54:11,พี่เมย์ (สังคมป.4-ม.6),ม.2,อยากเรียนต่อมาก,5,ปีกว่าละ,4,4,4,โจทย์น้อยไป,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีข้อเสียอ่ะ ❤❤
9/12/2016 13:37:01,พี่เมย์ (สังคมป.4-ม.6),ม.1,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,3,3,อธิบายน้อย,เบาไปหน่อย,3,4,พอดี,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เสียงเบา
9/12/2016 17:17:58,พี่เมย์ (สังคมป.4-ม.6),ม.1,อยากเรียนต่อมาก,5,สองปีแล้ว,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ปรับการวาดแผนที่ประเทศไทย
9/12/2016 17:37:12,พี่เมย์ (สังคมป.4-ม.6),ม.6,อยากเรียนต่อมาก,2,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,"พูดไวไปนิส น่าจะมีวิธีการสอนไม่ให้ง่วง
"
9/12/2016 17:52:05,พี่เมย์ (สังคมป.4-ม.6),ม.6,อยากเรียนต่อมาก,เกิน 5,เกิน 2 ปีแล้วจ้าา,4,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีอ่ะ
9/17/2016 12:17:43,พี่เมย์ (สังคมป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,"โจทย์ง่ายไป, โจทย์น้อยไป",ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/17/2016 12:17:44,พี่เมย์ (สังคมป.4-ม.6),ป.6,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,"โจทย์ง่ายไป, โจทย์น้อยไป",ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
8/27/2016 14:43:04,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.5,ก็ดีนะ,4,เกิน 2 ปีแล้วจ้าา,2,2,2,ไม่ค่อยน่าเรียน,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,สอนน่าเบื่อไปนิด
8/27/2016 16:10:45,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีกว่าละ,3,3,3,โจทย์ยากไป,ดังไป,3,3,สอนเร็ว,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ใจร้าย
8/27/2016 16:54:33,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.4,ก็ดีนะ,4,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
8/27/2016 17:20:35,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,สอนเร็ว,3,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เสียงดังมากๆๆๆ
8/27/2016 17:20:36,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,สอนเร็ว,3,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,เสียงดังมากๆๆๆ
8/27/2016 17:31:22,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,2,โจทย์ยากไป,ดังไป,2,2,สอนช้า,2,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ลำคาญ
8/27/2016 17:31:23,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,2,โจทย์ยากไป,ดังไป,2,2,สอนช้า,2,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ลำคาญ
8/27/2016 17:31:24,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,2,โจทย์ยากไป,ดังไป,2,2,สอนช้า,2,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ลำคาญ
8/27/2016 17:31:26,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,2,โจทย์ยากไป,ดังไป,2,2,สอนช้า,2,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ลำคาญ
8/27/2016 17:31:27,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,ปีนึงละมั้ง,2,4,2,โจทย์ยากไป,ดังไป,2,2,สอนช้า,2,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ลำคาญ
8/27/2016 18:01:54,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,2,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,4,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ข้อเสียน้อยมาก สอนสนุกมากไม่น่าเบื่อ
8/27/2016 20:41:40,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,4,ปีกว่าละ,2,2,2,"โจทย์ยากไป, ช้า",ดังไป,2,2,สอนเร็วมาก,2,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,ไม่พยามtestอย่าใจร้าย
8/28/2016 11:46:14,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มี
9/12/2016 12:49:03,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.2,ก็ดีนะ,5,นี่เทอมแรก,4,3,4,โจทย์ยากไป,ดังฟังชัดดี,3,3,พอดี,3,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,บางทีก็ง่วง
9/12/2016 12:53:46,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,4,4,4,อธิบายน้อย,ดังฟังชัดดี,3,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ให้จดแล้วลบบ่อย
9/12/2016 13:20:21,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.2,ก็ดีนะ,5,นี่เทอมแรก,3,3,3,โจทย์น้อยไป,ดังฟังชัดดี,3,3,พอดี,3,สนิท คุยเล่นได้สบายๆ,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,เรียนแล้วง่วง
9/12/2016 13:34:27,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.1,ก็ดีนะ,5,ปีนึงละมั้ง,4,4,4,โจทย์น้อยไป,ดังฟังชัดดี,3,4,สอนเร็ว,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,โจทย์น้อยไปนิด
9/12/2016 15:09:42,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.4,ก็ดีนะ,4,นี่เทอมแรก,2,3,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,สอนเร็ว,3,ไม่ค่อย,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ชอบหลงตัวเอง
9/12/2016 17:05:07,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,ก็ดีนะ,5,สองปีแล้ว,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,สอน
9/12/2016 17:22:16,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.5,ก็ดีนะ,4,ปีนึงละมั้ง,3,3,3,ดีแล้วจ้า,ดังไป,3,3,พอดี,3,ไม่ค่อย,กลางๆ ยกตัวอย่างเข้าใจบ้าง ไม่เข้าใจบ้าง อธิบายโอเค,อธิบายมีความงง55555
9/12/2016 17:50:34,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.6,ก็ดีนะ,เกิน 5,เกิน 2 ปีแล้วจ้าา,3,3,3,ดีแล้วจ้า,ดังฟังชัดดี,4,3,พอดี,3,สนิท คุยเล่นได้สบายๆ,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ชอบใส่กางเกงขาดๆอ่ะน่าสงสาร ตัวที่ปะก็ปะไม่เนียนเลย😢
8/27/2016 14:42:31,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.5,ไม่ค่อยอยาก,3,ปีนึงละมั้ง,3,3,3,โจทย์น้อยไป,ดังไป,3,3,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ผอม
8/27/2016 16:10:45,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,อยากเรียนต่อมาก,5,ปีนึงละมั้ง,4,4,4,โจทย์ยากไป,ดังไป,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ใจร้าย
8/27/2016 17:25:02,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,อยากเรียนต่อมาก,5,สองปีแล้ว,4,4,4,โจทย์ยากไป,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ซาดิดไปหน่อย แต่สอนสนุก
8/27/2016 17:28:52,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,3,สอนเร็ว,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ใจร้ายนิดๆ ข้อสอบยากเกินไป  😐
8/27/2016 17:46:28,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ป.5,อยากเรียนต่อมาก,5,สองปีแล้ว,3,3,4,โจทย์ยากไป,ดังฟังชัดดี,3,3,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,พูดเร็ว
9/10/2016 14:47:04,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.5,อยากเรียนต่อมาก,4,ปีกว่าละ,3,4,3,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มี
9/12/2016 18:36:24,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.3,อยากเรียนต่อมาก,5,นี่เทอมแรก,3,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,ก็กลางๆ กล้าถามกล้าตอบอยู่,เก่ง ยกตัวอย่างใช้ได้ อธิบายดี,ไม่มีอะ 😊 พี่มิ้นสอนดีแล้ว 👍
9/17/2016 12:56:13,"พี่มิ้น (วิทย์ป.3,4,5 วิทย์ม.ต้น เคมีม.4-6)",ม.4,อยากเรียนต่อมาก,4,นี่เทอมแรก,4,4,4,ดีแล้วจ้า,ดังฟังชัดดี,4,4,พอดี,4,สนิท คุยเล่นได้สบายๆ,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ไม่มีจ้า
8/27/2016 14:49:05,พี่ป๊อป (วิทย์ป.6 วิทย์ม.ต้น ฟิสิกส์ม.6),ป.6,ก็ดีนะ,5,นี่เทอมแรก,4,3,4,ดีแล้วจ้า,ดังฟังชัดดี,3,4,พอดี,3,ไม่ค่อย,เก่งมาก ยกตัวอย่างดี อธิบายเป๊ะ,ปากร้าย
